12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	0
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	75b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7274da677bd1c571d446	2
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	2ab17de12a3a32383cb91503fe98268ba914c8c84b1a62e5ea7270da677bc1c575d446	5
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	9fb17dd13b3a32383cb91503ff98278ba914c8c84b1e62e1ee7264e9537bd1c575d446	14
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	b6b17ee17b3a327438781403fe682387b914d8c84f1a16a2ea6120e9677bd1c575d843	33
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	25b190d23a37347838b71047ffdc12876414ec84ce1d22e2ea72b4da9b769585b2d907	91
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	58b18f43b8563b2634620c0bf988e157880760f8876705759fa4ae9adfb7a3c923c907	140
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	22513ad36d36167c1ca6a413bf8533d8d829ccc84f11a5ab2c1a21db063a92c9e5c859	227
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	39e18ee13e3632783cb95403fe9836cad424ccc84f2a62e6ad6270da577bd1c575d406	64
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	fb515ce6d61dc650543c884cb2f3b3e3dced20c315ba64859aa0f0a6577cd8538a9027	266
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	f6515ce6d61dc650543c984cb2f3b3e3dced20c315ba64859aa0f0a6577cc8538a9027	266
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	d0514be6e62dc650587c584c76f3b3e3dcfd20c315ba64859aa0f0a697bcd8538a9027	283
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	ec515ce9e61dc640587c8c4cb2f3b3e3dded20c315fa648596a0f0a25b6c88534b8063	278
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	53514ca5d318c154693c888cb1f7b3c7ec9e20c356f87585d5e0f095876c9c574a0037	293
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	b5512bf3e704836015bc1d48e397b7e3d9b8316325b761452d90b0b2cb9cf9a7861052	322
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	b8514c46d93db904f460078c2046728f48f821a224b375b558f4ebee6bc488bfc02c23	313
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	b521d8adea15c950003c080cb79367d7e9dc214360a7b5092ae1f0dec62de926d8586f	412
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	39715ddae629c650043c8c4876e3b3e7dded21c311baa5465ae0f0da8b7cd963c54017	240
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	84c19fc0fe094e5d207474eaaee9db1844c9eb8eda778036f570850358751ce30f683a	238
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	15c18ec1fe194e5d207474eaaee9db1844c9eb8eda778036f570850358751ce30f683a	211
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	87c18ec0fe094e5d207474eaaee5db1844c9eb8ed9778036f970850358751cd30f683a	216
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	1dc18dc0fe094e5d247474daafe9db0844c9ab8ed6b78036f970840358b52da30f682a	209
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	a1c18ec0fe184a5d607464dabfd9eb1894c9eb9edabbd076f530840358b51ce30ba835	197
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	aec1afc0fd5d1a66e47478de97f8db0858c5a7dae5778031e1705a135c301dd20fe62a	243
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	b6c18fc5f709046d1930b4e24fa8e605c8cbdf1dee7a8439e770081a99f219d52e697f	210
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	90516dc1fc7a4d5c0934a4bf69f0db2a15e8839d9ab5901ca971050306421db31f2cae	292
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	01f18ec0fe694e6d1074b5eaaae4db1954c9dbdfc5bb803af970450348621ca30b6c7e	258
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	23517d01cd1d591fca1b826da8f1cc81071ef897e5efae2c22196277543d88390ee3c4	318
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	60515d018d1d591fca1b826da8f1cc81071af897e5ef9e2c12196277543d88390ee3c4	327
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	6e515c018d1d591fca1b826ca8f1cc81071af897e5ef9e2c62196277583d88390ee3c4	328
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	33515c01cd1d091fca5b826ca8f1cc81171af997e4efae2c1619a277643d893d0ee380	340
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	45518d05ce18681fce1f866d64f4cc811716f4c7e8eeee6c511aa2a7151e8d3a0ae3c0	308
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	68517e418f7d311fcf038e24597265820b14e147f84bda4ca77d93972a3905354b8374	292
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	c1517c0289bcdddd17b122796a2e53466f24c20bd359d2341307617ad03cc8a32d1b54	282
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	c3312a808649893fcb8bc794b8b4c0401325ae4f52bed95c562df238142cc929dc6794	410
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	2d815d008a1d892fcb5b826c78f0dc80171afd8be5fede6c5619a666583cc83d4d93d4	298
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	1ea19f58ef4e443bc94c50fdb409459ae4548101cea87a04d9d748d31ef8f98bb98874	219
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	97a19f58ef4e443bc94c50fdb409459ae4548101cea87a04d9d748d31ef8f98bb98874	219
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	35a19f58ef4e443bd94c50f9b409459ae8548101cea87a05d9db48e31ef8f98bb99878	211
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	bda19f54ef0e443bd94c50fcb40946dad4549101cfa87604d5db48971ef8b98bb99878	220
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	8da18f54df4e4037da1c60fdb40849a9d4548102caa87a09d6db44e71ff8ad8fb98c65	206
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	7fa1af64efcdd43fec9d51f8bc0096e7d8806503dbacbe06d5c248562aa499cf550860	241
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	4da18eb5ac14e437c98c41fdecc35fb0a6666411e7902f109d8799b88ef4a48b89cc76	225
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	f5413accfa0e6c67da4861f5fc48504cf890a609ce68950c958348f24ffed90a1414b9	348
12b17de13a3a32383cb91503fe98268ba914c8c84b1a62e1ea7270da677bd1c571d446	4dd18e98ef0e593bca4c10f9f809449df4908101cf64a609e9d798e75ff8b58bb958b8	208
